artigo,capitulo_atual,tema,status,plc_arts,observacao
418,Tít. IV,Instalações elétricas e mecânicas (118 artigos),REMETIDO,217–220,Título inteiro suprimido (projetos elétricos; caldeiras; elevadores; ascensoristas; escadas rolantes); elevadores e cabines de alta tensão remetidos ao Código de Edificações/ABNT
419,Tít. IV,Instalações elétricas e mecânicas (118 artigos),REMETIDO,217–220,Título inteiro suprimido (projetos elétricos; caldeiras; elevadores; ascensoristas; escadas rolantes); elevadores e cabines de alta tensão remetidos ao Código de Edificações/ABNT
420,Tít. IV,Instalações elétricas e mecânicas (118 artigos),REMETIDO,217–220,Título inteiro suprimido (projetos elétricos; caldeiras; elevadores; ascensoristas; escadas rolantes); elevadores e cabines de alta tensão remetidos ao Código de Edificações/ABNT
421,Tít. IV,Instalações elétricas e mecânicas (118 artigos),REMETIDO,217–220,Título inteiro suprimido (projetos elétricos; caldeiras; elevadores; ascensoristas; escadas rolantes); elevadores e cabines de alta tensão remetidos ao Código de Edificações/ABNT
422,Tít. IV,Instalações elétricas e mecânicas (118 artigos),REMETIDO,217–220,Título inteiro suprimido (projetos elétricos; caldeiras; elevadores; ascensoristas; escadas rolantes); elevadores e cabines de alta tensão remetidos ao Código de Edificações/ABNT
423,Tít. IV,Instalações elétricas e mecânicas (118 artigos),REMETIDO,217–220,Título inteiro suprimido (projetos elétricos; caldeiras; elevadores; ascensoristas; escadas rolantes); elevadores e cabines de alta tensão remetidos ao Código de Edificações/ABNT
424,Tít. IV,Instalações elétricas e mecânicas (118 artigos),REMETIDO,217–220,Título inteiro suprimido (projetos elétricos; caldeiras; elevadores; ascensoristas; escadas rolantes); elevadores e cabines de alta tensão remetidos ao Código de Edificações/ABNT
425,Tít. IV,Instalações elétricas e mecânicas (118 artigos),REMETIDO,217–220,Título inteiro suprimido (projetos elétricos; caldeiras; elevadores; ascensoristas; escadas rolantes); elevadores e cabines de alta tensão remetidos ao Código de Edificações/ABNT
426,Tít. IV,Instalações elétricas e mecânicas (118 artigos),REMETIDO,217–220,Título inteiro suprimido (projetos elétricos; caldeiras; elevadores; ascensoristas; escadas rolantes); elevadores e cabines de alta tensão remetidos ao Código de Edificações/ABNT
427,Tít. V — Caps. I–III,Licença de localização e funcionamento,ALTERADO,221–228; 327,Consulta prévia de viabilidade; prazo de 15 dias mantido; AVCB e Licença Ambiental para alto risco; responsabilização do proprietário do imóvel (221 §4º; novo); cassação impede novo alvará por 5 anos e alcança sócios (327 §2º)
428,Tít. V — Caps. I–III,Licença de localização e funcionamento,ALTERADO,221–228; 327,Consulta prévia de viabilidade; prazo de 15 dias mantido; AVCB e Licença Ambiental para alto risco; responsabilização do proprietário do imóvel (221 §4º; novo); cassação impede novo alvará por 5 anos e alcança sócios (327 §2º)
429,Tít. V — Caps. I–III,Licença de localização e funcionamento,ALTERADO,221–228; 327,Consulta prévia de viabilidade; prazo de 15 dias mantido; AVCB e Licença Ambiental para alto risco; responsabilização do proprietário do imóvel (221 §4º; novo); cassação impede novo alvará por 5 anos e alcança sócios (327 §2º)
430,Tít. V — Caps. I–III,Licença de localização e funcionamento,ALTERADO,221–228; 327,Consulta prévia de viabilidade; prazo de 15 dias mantido; AVCB e Licença Ambiental para alto risco; responsabilização do proprietário do imóvel (221 §4º; novo); cassação impede novo alvará por 5 anos e alcança sócios (327 §2º)
431,Tít. V — Caps. I–III,Licença de localização e funcionamento,ALTERADO,221–228; 327,Consulta prévia de viabilidade; prazo de 15 dias mantido; AVCB e Licença Ambiental para alto risco; responsabilização do proprietário do imóvel (221 §4º; novo); cassação impede novo alvará por 5 anos e alcança sócios (327 §2º)
432,Tít. V — Caps. I–III,Licença de localização e funcionamento,ALTERADO,221–228; 327,Consulta prévia de viabilidade; prazo de 15 dias mantido; AVCB e Licença Ambiental para alto risco; responsabilização do proprietário do imóvel (221 §4º; novo); cassação impede novo alvará por 5 anos e alcança sócios (327 §2º)
433,Tít. V — Caps. I–III,Licença de localização e funcionamento,ALTERADO,221–228; 327,Consulta prévia de viabilidade; prazo de 15 dias mantido; AVCB e Licença Ambiental para alto risco; responsabilização do proprietário do imóvel (221 §4º; novo); cassação impede novo alvará por 5 anos e alcança sócios (327 §2º)
434,Tít. V — Caps. I–III,Licença de localização e funcionamento,ALTERADO,221–228; 327,Consulta prévia de viabilidade; prazo de 15 dias mantido; AVCB e Licença Ambiental para alto risco; responsabilização do proprietário do imóvel (221 §4º; novo); cassação impede novo alvará por 5 anos e alcança sócios (327 §2º)
435,Tít. V — Cap. IV,Horário de funcionamento,ALTERADO,229–232,Desregulamentação: tabela minuciosa por ramo substituída por regra geral (respeito ao sossego); proibição de expor mercadorias fora do estabelecimento mantida com apreensão (230)
436,Tít. V — Cap. IV,Horário de funcionamento,ALTERADO,229–232,Desregulamentação: tabela minuciosa por ramo substituída por regra geral (respeito ao sossego); proibição de expor mercadorias fora do estabelecimento mantida com apreensão (230)
437,Tít. V — Cap. IV,Horário de funcionamento,ALTERADO,229–232,Desregulamentação: tabela minuciosa por ramo substituída por regra geral (respeito ao sossego); proibição de expor mercadorias fora do estabelecimento mantida com apreensão (230)
438,Tít. V — Cap. IV,Horário de funcionamento,ALTERADO,229–232,Desregulamentação: tabela minuciosa por ramo substituída por regra geral (respeito ao sossego); proibição de expor mercadorias fora do estabelecimento mantida com apreensão (230)
439,Tít. V — Cap. IV,Horário de funcionamento,ALTERADO,229–232,Desregulamentação: tabela minuciosa por ramo substituída por regra geral (respeito ao sossego); proibição de expor mercadorias fora do estabelecimento mantida com apreensão (230)
440,Tít. V — Cap. IV,Horário de funcionamento,ALTERADO,229–232,Desregulamentação: tabela minuciosa por ramo substituída por regra geral (respeito ao sossego); proibição de expor mercadorias fora do estabelecimento mantida com apreensão (230)
441,Tít. V — Cap. IV,Horário de funcionamento,ALTERADO,229–232,Desregulamentação: tabela minuciosa por ramo substituída por regra geral (respeito ao sossego); proibição de expor mercadorias fora do estabelecimento mantida com apreensão (230)
442,Tít. V — Cap. IV,Horário de funcionamento,ALTERADO,229–232,Desregulamentação: tabela minuciosa por ramo substituída por regra geral (respeito ao sossego); proibição de expor mercadorias fora do estabelecimento mantida com apreensão (230)
443,Tít. V — Cap. IV,Horário de funcionamento,ALTERADO,229–232,Desregulamentação: tabela minuciosa por ramo substituída por regra geral (respeito ao sossego); proibição de expor mercadorias fora do estabelecimento mantida com apreensão (230)
444,Tít. V — Cap. IV,Horário de funcionamento,ALTERADO,229–232,Desregulamentação: tabela minuciosa por ramo substituída por regra geral (respeito ao sossego); proibição de expor mercadorias fora do estabelecimento mantida com apreensão (230)
445,Tít. V — Cap. IV,Horário de funcionamento,ALTERADO,229–232,Desregulamentação: tabela minuciosa por ramo substituída por regra geral (respeito ao sossego); proibição de expor mercadorias fora do estabelecimento mantida com apreensão (230)
446,Tít. V — Cap. IV,Horário de funcionamento,ALTERADO,229–232,Desregulamentação: tabela minuciosa por ramo substituída por regra geral (respeito ao sossego); proibição de expor mercadorias fora do estabelecimento mantida com apreensão (230)
447,Tít. V — Cap. IV,Horário de funcionamento,ALTERADO,229–232,Desregulamentação: tabela minuciosa por ramo substituída por regra geral (respeito ao sossego); proibição de expor mercadorias fora do estabelecimento mantida com apreensão (230)
448,Tít. V — Cap. IV,Horário de funcionamento,ALTERADO,229–232,Desregulamentação: tabela minuciosa por ramo substituída por regra geral (respeito ao sossego); proibição de expor mercadorias fora do estabelecimento mantida com apreensão (230)
449,Tít. V — Cap. IV,Horário de funcionamento,ALTERADO,229–232,Desregulamentação: tabela minuciosa por ramo substituída por regra geral (respeito ao sossego); proibição de expor mercadorias fora do estabelecimento mantida com apreensão (230)
450,Tít. V — Cap. IV,Horário de funcionamento,ALTERADO,229–232,Desregulamentação: tabela minuciosa por ramo substituída por regra geral (respeito ao sossego); proibição de expor mercadorias fora do estabelecimento mantida com apreensão (230)
451,Tít. V — Cap. IV,Horário de funcionamento,ALTERADO,229–232,Desregulamentação: tabela minuciosa por ramo substituída por regra geral (respeito ao sossego); proibição de expor mercadorias fora do estabelecimento mantida com apreensão (230)
452,Tít. V — Cap. IV,Horário de funcionamento,ALTERADO,229–232,Desregulamentação: tabela minuciosa por ramo substituída por regra geral (respeito ao sossego); proibição de expor mercadorias fora do estabelecimento mantida com apreensão (230)
453,Tít. V — Cap. IV,Horário de funcionamento,ALTERADO,229–232,Desregulamentação: tabela minuciosa por ramo substituída por regra geral (respeito ao sossego); proibição de expor mercadorias fora do estabelecimento mantida com apreensão (230)
454,Tít. V — Cap. IV,Horário de funcionamento,ALTERADO,229–232,Desregulamentação: tabela minuciosa por ramo substituída por regra geral (respeito ao sossego); proibição de expor mercadorias fora do estabelecimento mantida com apreensão (230)
455,Tít. V — Cap. V,Comércio ambulante (455–470; 470-A),JA_REVOGADO,233–236,Grande parte já revogada pela LC 1189/2023; PLC fixa pilares gerais de conduta e remete a legislação específica
456,Tít. V — Cap. V,Comércio ambulante (455–470; 470-A),JA_REVOGADO,233–236,Grande parte já revogada pela LC 1189/2023; PLC fixa pilares gerais de conduta e remete a legislação específica
457,Tít. V — Cap. V,Comércio ambulante (455–470; 470-A),JA_REVOGADO,233–236,Grande parte já revogada pela LC 1189/2023; PLC fixa pilares gerais de conduta e remete a legislação específica
458,Tít. V — Cap. V,Comércio ambulante (455–470; 470-A),JA_REVOGADO,233–236,Grande parte já revogada pela LC 1189/2023; PLC fixa pilares gerais de conduta e remete a legislação específica
459,Tít. V — Cap. V,Comércio ambulante (455–470; 470-A),JA_REVOGADO,233–236,Grande parte já revogada pela LC 1189/2023; PLC fixa pilares gerais de conduta e remete a legislação específica
460,Tít. V — Cap. V,Comércio ambulante (455–470; 470-A),JA_REVOGADO,233–236,Grande parte já revogada pela LC 1189/2023; PLC fixa pilares gerais de conduta e remete a legislação específica
461,Tít. V — Cap. V,Comércio ambulante (455–470; 470-A),JA_REVOGADO,233–236,Grande parte já revogada pela LC 1189/2023; PLC fixa pilares gerais de conduta e remete a legislação específica
462,Tít. V — Cap. V,Comércio ambulante (455–470; 470-A),JA_REVOGADO,233–236,Grande parte já revogada pela LC 1189/2023; PLC fixa pilares gerais de conduta e remete a legislação específica
463,Tít. V — Cap. V,Comércio ambulante (455–470; 470-A),JA_REVOGADO,233–236,Grande parte já revogada pela LC 1189/2023; PLC fixa pilares gerais de conduta e remete a legislação específica
464,Tít. V — Cap. V,Comércio ambulante (455–470; 470-A),JA_REVOGADO,233–236,Grande parte já revogada pela LC 1189/2023; PLC fixa pilares gerais de conduta e remete a legislação específica
465,Tít. V — Cap. V,Comércio ambulante (455–470; 470-A),JA_REVOGADO,233–236,Grande parte já revogada pela LC 1189/2023; PLC fixa pilares gerais de conduta e remete a legislação específica
466,Tít. V — Cap. V,Comércio ambulante (455–470; 470-A),JA_REVOGADO,233–236,Grande parte já revogada pela LC 1189/2023; PLC fixa pilares gerais de conduta e remete a legislação específica
467,Tít. V — Cap. V,Comércio ambulante (455–470; 470-A),JA_REVOGADO,233–236,Grande parte já revogada pela LC 1189/2023; PLC fixa pilares gerais de conduta e remete a legislação específica
468,Tít. V — Cap. V,Comércio ambulante (455–470; 470-A),JA_REVOGADO,233–236,Grande parte já revogada pela LC 1189/2023; PLC fixa pilares gerais de conduta e remete a legislação específica
469,Tít. V — Cap. V,Comércio ambulante (455–470; 470-A),JA_REVOGADO,233–236,Grande parte já revogada pela LC 1189/2023; PLC fixa pilares gerais de conduta e remete a legislação específica
470,Tít. V — Cap. V,Comércio ambulante (455–470; 470-A),JA_REVOGADO,233–236,Grande parte já revogada pela LC 1189/2023; PLC fixa pilares gerais de conduta e remete a legislação específica
471,Tít. V — Cap. VI,Casas e locais de diversões públicas,ALTERADO,237–247,Licença para lotação >300 pessoas; CCT com ARTs e AVS; eventos >1.500 pessoas exigem enfermagem/ambulância/brigada; regras de cinema e programação suprimidas
472,Tít. V — Cap. VI,Casas e locais de diversões públicas,ALTERADO,237–247,Licença para lotação >300 pessoas; CCT com ARTs e AVS; eventos >1.500 pessoas exigem enfermagem/ambulância/brigada; regras de cinema e programação suprimidas
473,Tít. V — Cap. VI,Casas e locais de diversões públicas,ALTERADO,237–247,Licença para lotação >300 pessoas; CCT com ARTs e AVS; eventos >1.500 pessoas exigem enfermagem/ambulância/brigada; regras de cinema e programação suprimidas
474,Tít. V — Cap. VI,Casas e locais de diversões públicas,ALTERADO,237–247,Licença para lotação >300 pessoas; CCT com ARTs e AVS; eventos >1.500 pessoas exigem enfermagem/ambulância/brigada; regras de cinema e programação suprimidas
475,Tít. V — Cap. VI,Casas e locais de diversões públicas,ALTERADO,237–247,Licença para lotação >300 pessoas; CCT com ARTs e AVS; eventos >1.500 pessoas exigem enfermagem/ambulância/brigada; regras de cinema e programação suprimidas
476,Tít. V — Cap. VI,Casas e locais de diversões públicas,ALTERADO,237–247,Licença para lotação >300 pessoas; CCT com ARTs e AVS; eventos >1.500 pessoas exigem enfermagem/ambulância/brigada; regras de cinema e programação suprimidas
477,Tít. V — Cap. VI,Casas e locais de diversões públicas,ALTERADO,237–247,Licença para lotação >300 pessoas; CCT com ARTs e AVS; eventos >1.500 pessoas exigem enfermagem/ambulância/brigada; regras de cinema e programação suprimidas
478,Tít. V — Cap. VI,Casas e locais de diversões públicas,ALTERADO,237–247,Licença para lotação >300 pessoas; CCT com ARTs e AVS; eventos >1.500 pessoas exigem enfermagem/ambulância/brigada; regras de cinema e programação suprimidas
479,Tít. V — Cap. VI,Casas e locais de diversões públicas,ALTERADO,237–247,Licença para lotação >300 pessoas; CCT com ARTs e AVS; eventos >1.500 pessoas exigem enfermagem/ambulância/brigada; regras de cinema e programação suprimidas
480,Tít. V — Cap. VI,Casas e locais de diversões públicas,ALTERADO,237–247,Licença para lotação >300 pessoas; CCT com ARTs e AVS; eventos >1.500 pessoas exigem enfermagem/ambulância/brigada; regras de cinema e programação suprimidas
481,Tít. V — Cap. VI,Casas e locais de diversões públicas,ALTERADO,237–247,Licença para lotação >300 pessoas; CCT com ARTs e AVS; eventos >1.500 pessoas exigem enfermagem/ambulância/brigada; regras de cinema e programação suprimidas
482,Tít. V — Cap. VI,Casas e locais de diversões públicas,ALTERADO,237–247,Licença para lotação >300 pessoas; CCT com ARTs e AVS; eventos >1.500 pessoas exigem enfermagem/ambulância/brigada; regras de cinema e programação suprimidas
483,Tít. V — Cap. VI,Casas e locais de diversões públicas,ALTERADO,237–247,Licença para lotação >300 pessoas; CCT com ARTs e AVS; eventos >1.500 pessoas exigem enfermagem/ambulância/brigada; regras de cinema e programação suprimidas
484,Tít. V — Cap. VI,Casas e locais de diversões públicas,ALTERADO,237–247,Licença para lotação >300 pessoas; CCT com ARTs e AVS; eventos >1.500 pessoas exigem enfermagem/ambulância/brigada; regras de cinema e programação suprimidas
485,Tít. V — Cap. VI,Casas e locais de diversões públicas,ALTERADO,237–247,Licença para lotação >300 pessoas; CCT com ARTs e AVS; eventos >1.500 pessoas exigem enfermagem/ambulância/brigada; regras de cinema e programação suprimidas
486,Tít. V — Cap. VI,Casas e locais de diversões públicas,ALTERADO,237–247,Licença para lotação >300 pessoas; CCT com ARTs e AVS; eventos >1.500 pessoas exigem enfermagem/ambulância/brigada; regras de cinema e programação suprimidas
487,Tít. V — Cap. VI,Casas e locais de diversões públicas,ALTERADO,237–247,Licença para lotação >300 pessoas; CCT com ARTs e AVS; eventos >1.500 pessoas exigem enfermagem/ambulância/brigada; regras de cinema e programação suprimidas
488,Tít. V — Cap. VI,Casas e locais de diversões públicas,ALTERADO,237–247,Licença para lotação >300 pessoas; CCT com ARTs e AVS; eventos >1.500 pessoas exigem enfermagem/ambulância/brigada; regras de cinema e programação suprimidas
489,Tít. V — Cap. VI,Casas e locais de diversões públicas,ALTERADO,237–247,Licença para lotação >300 pessoas; CCT com ARTs e AVS; eventos >1.500 pessoas exigem enfermagem/ambulância/brigada; regras de cinema e programação suprimidas
490,Tít. V — Cap. VI,Casas e locais de diversões públicas,ALTERADO,237–247,Licença para lotação >300 pessoas; CCT com ARTs e AVS; eventos >1.500 pessoas exigem enfermagem/ambulância/brigada; regras de cinema e programação suprimidas
491,Tít. V — Cap. VI,Casas e locais de diversões públicas,ALTERADO,237–247,Licença para lotação >300 pessoas; CCT com ARTs e AVS; eventos >1.500 pessoas exigem enfermagem/ambulância/brigada; regras de cinema e programação suprimidas
492,Tít. V — Cap. VI,Casas e locais de diversões públicas,ALTERADO,237–247,Licença para lotação >300 pessoas; CCT com ARTs e AVS; eventos >1.500 pessoas exigem enfermagem/ambulância/brigada; regras de cinema e programação suprimidas
493,Tít. V — Cap. VI,Casas e locais de diversões públicas,ALTERADO,237–247,Licença para lotação >300 pessoas; CCT com ARTs e AVS; eventos >1.500 pessoas exigem enfermagem/ambulância/brigada; regras de cinema e programação suprimidas
494,Tít. V — Cap. VII,Bancas de jornais e revistas,JA_REVOGADO,133,Já revogado pela LC 1279/2024; PLC remete a legislação específica
495,Tít. V — Cap. VII,Bancas de jornais e revistas,JA_REVOGADO,133,Já revogado pela LC 1279/2024; PLC remete a legislação específica
496,Tít. V — Cap. VII,Bancas de jornais e revistas,JA_REVOGADO,133,Já revogado pela LC 1279/2024; PLC remete a legislação específica
497,Tít. V — Caps. VIII–X,Garagens; estacionamentos e oficinas,CONDENSADO,248–250,Métricas específicas (30 m² por veículo) suprimidas; lava-rápidos incluídos
498,Tít. V — Caps. VIII–X,Garagens; estacionamentos e oficinas,CONDENSADO,248–250,Métricas específicas (30 m² por veículo) suprimidas; lava-rápidos incluídos
499,Tít. V — Caps. VIII–X,Garagens; estacionamentos e oficinas,CONDENSADO,248–250,Métricas específicas (30 m² por veículo) suprimidas; lava-rápidos incluídos
500,Tít. V — Caps. VIII–X,Garagens; estacionamentos e oficinas,CONDENSADO,248–250,Métricas específicas (30 m² por veículo) suprimidas; lava-rápidos incluídos
501,Tít. V — Caps. VIII–X,Garagens; estacionamentos e oficinas,CONDENSADO,248–250,Métricas específicas (30 m² por veículo) suprimidas; lava-rápidos incluídos
502,Tít. V — Caps. VIII–X,Garagens; estacionamentos e oficinas,CONDENSADO,248–250,Métricas específicas (30 m² por veículo) suprimidas; lava-rápidos incluídos
503,Tít. V — Caps. VIII–X,Garagens; estacionamentos e oficinas,CONDENSADO,248–250,Métricas específicas (30 m² por veículo) suprimidas; lava-rápidos incluídos
504,Tít. V — Caps. VIII–X,Garagens; estacionamentos e oficinas,CONDENSADO,248–250,Métricas específicas (30 m² por veículo) suprimidas; lava-rápidos incluídos
505,Tít. V — Caps. VIII–X,Garagens; estacionamentos e oficinas,CONDENSADO,248–250,Métricas específicas (30 m² por veículo) suprimidas; lava-rápidos incluídos
506,Tít. V — Cap. XI,Inflamáveis; explosivos e postos de combustível,REVOGADO_SEM_CORRESPONDENTE,—,Capítulo inteiro desaparece; inclusive distância mínima de 200 m de escolas/hospitais para novos postos (536 §3º) [Verificar cobertura por norma estadual/federal e lei de uso do solo]
507,Tít. V — Cap. XI,Inflamáveis; explosivos e postos de combustível,REVOGADO_SEM_CORRESPONDENTE,—,Capítulo inteiro desaparece; inclusive distância mínima de 200 m de escolas/hospitais para novos postos (536 §3º) [Verificar cobertura por norma estadual/federal e lei de uso do solo]
508,Tít. V — Cap. XI,Inflamáveis; explosivos e postos de combustível,REVOGADO_SEM_CORRESPONDENTE,—,Capítulo inteiro desaparece; inclusive distância mínima de 200 m de escolas/hospitais para novos postos (536 §3º) [Verificar cobertura por norma estadual/federal e lei de uso do solo]
509,Tít. V — Cap. XI,Inflamáveis; explosivos e postos de combustível,REVOGADO_SEM_CORRESPONDENTE,—,Capítulo inteiro desaparece; inclusive distância mínima de 200 m de escolas/hospitais para novos postos (536 §3º) [Verificar cobertura por norma estadual/federal e lei de uso do solo]
510,Tít. V — Cap. XI,Inflamáveis; explosivos e postos de combustível,REVOGADO_SEM_CORRESPONDENTE,—,Capítulo inteiro desaparece; inclusive distância mínima de 200 m de escolas/hospitais para novos postos (536 §3º) [Verificar cobertura por norma estadual/federal e lei de uso do solo]
511,Tít. V — Cap. XI,Inflamáveis; explosivos e postos de combustível,REVOGADO_SEM_CORRESPONDENTE,—,Capítulo inteiro desaparece; inclusive distância mínima de 200 m de escolas/hospitais para novos postos (536 §3º) [Verificar cobertura por norma estadual/federal e lei de uso do solo]
512,Tít. V — Cap. XI,Inflamáveis; explosivos e postos de combustível,REVOGADO_SEM_CORRESPONDENTE,—,Capítulo inteiro desaparece; inclusive distância mínima de 200 m de escolas/hospitais para novos postos (536 §3º) [Verificar cobertura por norma estadual/federal e lei de uso do solo]
513,Tít. V — Cap. XI,Inflamáveis; explosivos e postos de combustível,REVOGADO_SEM_CORRESPONDENTE,—,Capítulo inteiro desaparece; inclusive distância mínima de 200 m de escolas/hospitais para novos postos (536 §3º) [Verificar cobertura por norma estadual/federal e lei de uso do solo]
514,Tít. V — Cap. XI,Inflamáveis; explosivos e postos de combustível,REVOGADO_SEM_CORRESPONDENTE,—,Capítulo inteiro desaparece; inclusive distância mínima de 200 m de escolas/hospitais para novos postos (536 §3º) [Verificar cobertura por norma estadual/federal e lei de uso do solo]
515,Tít. V — Cap. XI,Inflamáveis; explosivos e postos de combustível,REVOGADO_SEM_CORRESPONDENTE,—,Capítulo inteiro desaparece; inclusive distância mínima de 200 m de escolas/hospitais para novos postos (536 §3º) [Verificar cobertura por norma estadual/federal e lei de uso do solo]
516,Tít. V — Cap. XI,Inflamáveis; explosivos e postos de combustível,REVOGADO_SEM_CORRESPONDENTE,—,Capítulo inteiro desaparece; inclusive distância mínima de 200 m de escolas/hospitais para novos postos (536 §3º) [Verificar cobertura por norma estadual/federal e lei de uso do solo]
517,Tít. V — Cap. XI,Inflamáveis; explosivos e postos de combustível,REVOGADO_SEM_CORRESPONDENTE,—,Capítulo inteiro desaparece; inclusive distância mínima de 200 m de escolas/hospitais para novos postos (536 §3º) [Verificar cobertura por norma estadual/federal e lei de uso do solo]
518,Tít. V — Cap. XI,Inflamáveis; explosivos e postos de combustível,REVOGADO_SEM_CORRESPONDENTE,—,Capítulo inteiro desaparece; inclusive distância mínima de 200 m de escolas/hospitais para novos postos (536 §3º) [Verificar cobertura por norma estadual/federal e lei de uso do solo]
519,Tít. V — Cap. XI,Inflamáveis; explosivos e postos de combustível,REVOGADO_SEM_CORRESPONDENTE,—,Capítulo inteiro desaparece; inclusive distância mínima de 200 m de escolas/hospitais para novos postos (536 §3º) [Verificar cobertura por norma estadual/federal e lei de uso do solo]
520,Tít. V — Cap. XI,Inflamáveis; explosivos e postos de combustível,REVOGADO_SEM_CORRESPONDENTE,—,Capítulo inteiro desaparece; inclusive distância mínima de 200 m de escolas/hospitais para novos postos (536 §3º) [Verificar cobertura por norma estadual/federal e lei de uso do solo]
521,Tít. V — Cap. XI,Inflamáveis; explosivos e postos de combustível,REVOGADO_SEM_CORRESPONDENTE,—,Capítulo inteiro desaparece; inclusive distância mínima de 200 m de escolas/hospitais para novos postos (536 §3º) [Verificar cobertura por norma estadual/federal e lei de uso do solo]
522,Tít. V — Cap. XI,Inflamáveis; explosivos e postos de combustível,REVOGADO_SEM_CORRESPONDENTE,—,Capítulo inteiro desaparece; inclusive distância mínima de 200 m de escolas/hospitais para novos postos (536 §3º) [Verificar cobertura por norma estadual/federal e lei de uso do solo]
523,Tít. V — Cap. XI,Inflamáveis; explosivos e postos de combustível,REVOGADO_SEM_CORRESPONDENTE,—,Capítulo inteiro desaparece; inclusive distância mínima de 200 m de escolas/hospitais para novos postos (536 §3º) [Verificar cobertura por norma estadual/federal e lei de uso do solo]
524,Tít. V — Cap. XI,Inflamáveis; explosivos e postos de combustível,REVOGADO_SEM_CORRESPONDENTE,—,Capítulo inteiro desaparece; inclusive distância mínima de 200 m de escolas/hospitais para novos postos (536 §3º) [Verificar cobertura por norma estadual/federal e lei de uso do solo]
525,Tít. V — Cap. XI,Inflamáveis; explosivos e postos de combustível,REVOGADO_SEM_CORRESPONDENTE,—,Capítulo inteiro desaparece; inclusive distância mínima de 200 m de escolas/hospitais para novos postos (536 §3º) [Verificar cobertura por norma estadual/federal e lei de uso do solo]
526,Tít. V — Cap. XI,Inflamáveis; explosivos e postos de combustível,REVOGADO_SEM_CORRESPONDENTE,—,Capítulo inteiro desaparece; inclusive distância mínima de 200 m de escolas/hospitais para novos postos (536 §3º) [Verificar cobertura por norma estadual/federal e lei de uso do solo]
527,Tít. V — Cap. XI,Inflamáveis; explosivos e postos de combustível,REVOGADO_SEM_CORRESPONDENTE,—,Capítulo inteiro desaparece; inclusive distância mínima de 200 m de escolas/hospitais para novos postos (536 §3º) [Verificar cobertura por norma estadual/federal e lei de uso do solo]
528,Tít. V — Cap. XI,Inflamáveis; explosivos e postos de combustível,REVOGADO_SEM_CORRESPONDENTE,—,Capítulo inteiro desaparece; inclusive distância mínima de 200 m de escolas/hospitais para novos postos (536 §3º) [Verificar cobertura por norma estadual/federal e lei de uso do solo]
529,Tít. V — Cap. XI,Inflamáveis; explosivos e postos de combustível,REVOGADO_SEM_CORRESPONDENTE,—,Capítulo inteiro desaparece; inclusive distância mínima de 200 m de escolas/hospitais para novos postos (536 §3º) [Verificar cobertura por norma estadual/federal e lei de uso do solo]
530,Tít. V — Cap. XI,Inflamáveis; explosivos e postos de combustível,REVOGADO_SEM_CORRESPONDENTE,—,Capítulo inteiro desaparece; inclusive distância mínima de 200 m de escolas/hospitais para novos postos (536 §3º) [Verificar cobertura por norma estadual/federal e lei de uso do solo]
531,Tít. V — Cap. XI,Inflamáveis; explosivos e postos de combustível,REVOGADO_SEM_CORRESPONDENTE,—,Capítulo inteiro desaparece; inclusive distância mínima de 200 m de escolas/hospitais para novos postos (536 §3º) [Verificar cobertura por norma estadual/federal e lei de uso do solo]
532,Tít. V — Cap. XI,Inflamáveis; explosivos e postos de combustível,REVOGADO_SEM_CORRESPONDENTE,—,Capítulo inteiro desaparece; inclusive distância mínima de 200 m de escolas/hospitais para novos postos (536 §3º) [Verificar cobertura por norma estadual/federal e lei de uso do solo]
533,Tít. V — Cap. XI,Inflamáveis; explosivos e postos de combustível,REVOGADO_SEM_CORRESPONDENTE,—,Capítulo inteiro desaparece; inclusive distância mínima de 200 m de escolas/hospitais para novos postos (536 §3º) [Verificar cobertura por norma estadual/federal e lei de uso do solo]
534,Tít. V — Cap. XI,Inflamáveis; explosivos e postos de combustível,REVOGADO_SEM_CORRESPONDENTE,—,Capítulo inteiro desaparece; inclusive distância mínima de 200 m de escolas/hospitais para novos postos (536 §3º) [Verificar cobertura por norma estadual/federal e lei de uso do solo]
535,Tít. V — Cap. XI,Inflamáveis; explosivos e postos de combustível,REVOGADO_SEM_CORRESPONDENTE,—,Capítulo inteiro desaparece; inclusive distância mínima de 200 m de escolas/hospitais para novos postos (536 §3º) [Verificar cobertura por norma estadual/federal e lei de uso do solo]
536,Tít. V — Cap. XI,Inflamáveis; explosivos e postos de combustível,REVOGADO_SEM_CORRESPONDENTE,—,Capítulo inteiro desaparece; inclusive distância mínima de 200 m de escolas/hospitais para novos postos (536 §3º) [Verificar cobertura por norma estadual/federal e lei de uso do solo]
537,Tít. V — Cap. XI,Inflamáveis; explosivos e postos de combustível,REVOGADO_SEM_CORRESPONDENTE,—,Capítulo inteiro desaparece; inclusive distância mínima de 200 m de escolas/hospitais para novos postos (536 §3º) [Verificar cobertura por norma estadual/federal e lei de uso do solo]
538,Tít. V — Cap. XII,Pedreiras; barreiras e saibreiras,MANTIDO,251–258,Licença precária e restrições preservadas; detalhes operacionais remetidos a regulamento
539,Tít. V — Cap. XII,Pedreiras; barreiras e saibreiras,MANTIDO,251–258,Licença precária e restrições preservadas; detalhes operacionais remetidos a regulamento
